Acne,Dark Spots,Dry Skin,Oily Skin,Skin Redness,URL,
25,75,100,100,25,57346574858,
25,75,100,100,50,72486984441,
25,75,100,100,75,56891998256,
25,75,100,100,100,87385573804,
25,100,25,25,25,23199938858,
25,100,25,25,50,49960002323,
25,100,25,25,75,96395691542,
25,100,25,25,100,41910485028,
25,100,25,50,25,89659770055,
25,100,25,50,50,90184065748,
25,100,25,50,75,79276858299,
25,100,25,50,100,28428548346,
25,100,25,75,25,62745668186,
25,100,25,75,50,42816605911,
25,100,25,75,75,93057932798,
25,100,25,75,100,10453318468,
25,100,25,100,25,45040302719,
25,100,25,100,50,43142871576,
25,100,25,100,75,49860925527,
25,100,25,100,100,47977724134,
25,100,50,25,25,22696072201,
25,100,50,25,50,23925110534,
25,100,50,25,75,92883078026,
25,100,50,25,100,22563600902,
25,100,50,50,25,4242919883,
25,100,50,50,50,97359126011,
25,100,50,50,75,78094388882,
25,100,50,50,100,10322053673,
25,100,50,75,25,15734800618,
25,100,50,75,50,72147186849,
25,100,50,75,75,4632704568,
25,100,50,75,100,33789879921,
25,100,50,100,25,72946751117,
25,100,50,100,50,7396135389,
25,100,50,100,75,57191322896,
25,100,50,100,100,12410933250,
25,100,75,25,25,44861700738,
25,100,75,25,50,56129408338,
25,100,75,25,75,80652752410,
25,100,75,25,100,86559783878,
25,100,75,50,25,72100855411,
25,100,75,50,50,75325151412,
25,100,75,50,75,3894729550,
25,100,75,50,100,81052696293,
25,100,75,75,25,76976182342,
25,100,75,75,50,49100238489,
25,100,75,75,75,35345623743,
25,100,75,75,100,1511476300,
25,100,75,100,25,64254463402,
25,100,75,100,50,97212925327,
25,100,75,100,75,31335621885,
25,100,75,100,100,58630409305,
25,100,100,25,25,66410208107,
25,100,100,25,50,88621084555,
25,100,100,25,75,80780083323,
25,100,100,25,100,56267179337,
25,100,100,50,25,14792602134,
25,100,100,50,50,41697670025,
25,100,100,50,75,55481394058,
25,100,100,50,100,98152619700,
25,100,100,75,25,43709871540,
25,100,100,75,50,64089059872,
25,100,100,75,75,25159632630,
25,100,100,75,100,94176724236,
25,100,100,100,25,43032348966,
25,100,100,100,50,29274268028,
25,100,100,100,75,83978047785,
25,100,100,100,100,21744684877,
50,25,25,25,25,30410210767,
50,25,25,25,50,64327196915,
50,25,25,25,75,2268260388,
50,25,25,25,100,49267171353,
50,25,25,50,25,50577331009,
50,25,25,50,50,10238497273,
50,25,25,50,75,96813685047,
50,25,25,50,100,22786919590,
50,25,25,75,25,2964957470,
50,25,25,75,50,98812923131,
50,25,25,75,75,33362946659,
50,25,25,75,100,20827667491,
50,25,25,100,25,65847189005,
50,25,25,100,50,65633966946,
50,25,25,100,75,16633865006,
50,25,25,100,100,42121600385,
50,25,50,25,25,10742004455,
50,25,50,25,50,33700257442,
50,25,50,25,75,44320962758,
50,25,50,25,100,45679311927,
50,25,50,50,25,85209719781,
50,25,50,50,50,80140856369,
50,25,50,50,75,70287412638,
50,25,50,50,100,78558243768,
50,25,50,75,25,84634892207,
50,25,50,75,50,94123454641,
50,25,50,75,75,70607584104,
50,25,50,75,100,89633455283,
50,25,50,100,25,61689679725,
50,25,50,100,50,83740673060,
50,25,50,100,75,43487882419,
50,25,50,100,100,11620533428,
50,25,75,25,25,318046605,
50,25,75,25,50,74008530556,
50,25,75,25,75,86579068035,
50,25,75,25,100,56081833369,
50,25,75,50,25,10479027503,
50,25,75,50,50,54636484324,
50,25,75,50,75,84401861935,
50,25,75,50,100,46247711940,
50,25,75,75,25,96742528223,
50,25,75,75,50,55990788151,
50,25,75,75,75,80946999610,
50,25,75,75,100,88459693424,
50,25,75,100,25,85932114972,
50,25,75,100,50,32681078195,
50,25,75,100,75,32408451598,
50,25,75,100,100,40072416797,
50,25,100,25,25,56848045277,
50,25,100,25,50,43943564888,
50,25,100,25,75,90753939242,
50,25,100,25,100,83785608721,
50,25,100,50,25,46326172754,
50,25,100,50,50,76645468402,
50,25,100,50,75,46854539265,
50,25,100,50,100,88257674081,
50,25,100,75,25,22595029551,
50,25,100,75,50,68922879591,
50,25,100,75,75,74765600947,
50,25,100,75,100,44001103173,
50,25,100,100,25,39625778959,
50,25,100,100,50,17142195880,
50,25,100,100,75,4323320636,
50,25,100,100,100,24799939025,
50,50,25,25,25,45698204585,
50,50,25,25,50,35207086396,
50,50,25,25,75,37336809947,
50,50,25,25,100,31424322220,
50,50,25,50,25,87702324810,
50,50,25,50,50,3639788620,
50,50,25,50,75,46556887314,
50,50,25,50,100,14188539716,
50,50,25,75,25,56052021263,
50,50,25,75,50,85576230513,
50,50,25,75,75,34245870485,
50,50,25,75,100,8141851443,
50,50,25,100,25,8981244010,
50,50,25,100,50,8895524411,
50,50,25,100,75,45700792304,
50,50,25,100,100,14773715564,
50,50,50,25,25,82801127100,
50,50,50,25,50,10220781425,
50,50,50,25,75,85005584403,
50,50,50,25,100,964757831,
50,50,50,50,25,47091863641,
50,50,50,50,50,32590933631,
50,50,50,50,75,4993455904,
50,50,50,50,100,25100527527,
50,50,50,75,25,44434697787,
50,50,50,75,50,73365700432,
50,50,50,75,75,26713142541,
50,50,50,75,100,18320907033,
50,50,50,100,25,84141501810,
50,50,50,100,50,56129298458,
50,50,50,100,75,34478312288,
50,50,50,100,100,36839982965,
50,50,75,25,25,37630001821,
50,50,75,25,50,89390680826,
50,50,75,25,75,85962203741,
50,50,75,25,100,46073341471,
50,50,75,50,25,23222175910,
50,50,75,50,50,25355957520,
50,50,75,50,75,87586299458,
50,50,75,50,100,13103798151,
50,50,75,75,25,77622934587,
50,50,75,75,50,97763048796,
50,50,75,75,75,69411563635,
50,50,75,75,100,2483118021,
50,50,75,100,25,83679519089,
50,50,75,100,50,99017538188,
50,50,75,100,75,24366574842,
50,50,75,100,100,41498295329,
50,50,100,25,25,52410794682,
50,50,100,25,50,85208238026,
50,50,100,25,75,85047591763,
50,50,100,25,100,60421456915,
50,50,100,50,25,54404618662,
50,50,100,50,50,92372551170,
50,50,100,50,75,53465248039,
50,50,100,50,100,14226947191,
50,50,100,75,25,53572994666,
50,50,100,75,50,11539302161,
50,50,100,75,75,7518084726,
50,50,100,75,100,28694902392,
50,50,100,100,25,31534069023,
50,50,100,100,50,28212774685,
50,50,100,100,75,86613897249,
50,50,100,100,100,97729011909,
50,75,25,25,25,71774683569,
50,75,25,25,50,74158498020,
50,75,25,25,75,15432534632,
50,75,25,25,100,9262995539,
50,75,25,50,25,9081210639,
50,75,25,50,50,91341048285,
50,75,25,50,75,59484621123,
50,75,25,50,100,68136554515,
50,75,25,75,25,57176831425,
50,75,25,75,50,21037885125,
50,75,25,75,75,34197361272,
50,75,25,75,100,41935316180,
50,75,25,100,25,88574876539,
50,75,25,100,50,71738673420,
50,75,25,100,75,28251210780,
50,75,25,100,100,76067512930,
50,75,50,25,25,90097285455,
50,75,50,25,50,29912004820,
50,75,50,25,75,28365012540,
50,75,50,25,100,54603969202,
50,75,50,50,25,86722849167,
50,75,50,50,50,78855454379,
50,75,50,50,75,39859592137,
50,75,50,50,100,85703013400,
50,75,50,75,25,9083955914,
50,75,50,75,50,44404764041,
50,75,50,75,75,96198303847,
50,75,50,75,100,61215504548,
50,75,50,100,25,41608134424,
50,75,50,100,50,7168368316,
50,75,50,100,75,53553786690,
50,75,50,100,100,23763541085,
50,75,75,25,25,14290668123,
50,75,75,25,50,87391548611,
50,75,75,25,75,86539220431,
50,75,75,25,100,11755323654,
50,75,75,50,25,69933332302,
50,75,75,50,50,97613930802,
50,75,75,50,75,60847610223,
50,75,75,50,100,5074143615,
50,75,75,75,25,60988624535,
50,75,75,75,50,66589449847,
50,75,75,75,75,59397823820,
50,75,75,75,100,84038159143,
50,75,75,100,25,49549397233,
50,75,75,100,50,27462667889,
50,75,75,100,75,89818615054,
50,75,75,100,100,42593191359,
50,75,100,25,25,67440389176,
50,75,100,25,50,99055821284,
50,75,100,25,75,87313565223,
50,75,100,25,100,35135351736,
50,75,100,50,25,60335106902,
50,75,100,50,50,48969605757,
50,75,100,50,75,28503146152,
50,75,100,50,100,90242411495,
50,75,100,75,25,48839932067,
50,75,100,75,50,2760793897,
50,75,100,75,75,13977618268,
50,75,100,75,100,84818927730,
50,75,100,100,25,41301722457,
50,75,100,100,50,61564407162,
50,75,100,100,75,52567223032,
50,75,100,100,100,8043188232,
50,100,25,25,25,18965913388,
50,100,25,25,50,15012250954,
50,100,25,25,75,99557200175,
50,100,25,25,100,27284686512,
50,100,25,50,25,59510209671,
50,100,25,50,50,7642437027,
50,100,25,50,75,15161455166,
50,100,25,50,100,13218744605,
50,100,25,75,25,65794572490,
50,100,25,75,50,12036283969,
50,100,25,75,75,86073884513,
50,100,25,75,100,61185282663,
50,100,25,100,25,https://www.amazon.in/Minimalist-Niacinamide-Blemishes-Balancing-Clarifying/dp/B08F9MF314?th=1,
50,100,25,100,50,https://www.amazon.in/Niacinamide-Minimizing-Discoloration-Fragrance-Free-Parabens-Free/dp/B09ZYB8S31,
50,100,25,100,75,https://www.amazon.in/Dermistry-Salicylic-Vitamin-Pimples-Blemishes/dp/B09RGW81FF,
50,100,25,100,100,https://www.amazon.in/CER-V-RESURFACING-RETINOOL-SERUM-30ML/dp/B0DRSM3MKY,
50,100,50,25,25,https://www.amazon.in/Ceramides-Moisturizer-Hyperpigmentation-Supports-MelaMeTM/dp/B0DH8D36BN,
50,100,50,25,50,https://www.amazon.in/Conscious-Chemist%C2%AE-Moisturizer-Irritation-Inflammation/dp/B0D1Y6KCHK,
50,100,50,25,75,https://www.amazon.in/Conscious-Chemist%C2%AE-Moisturizer-Irritation-Inflammation/dp/B0D1Y6KCHK,
50,100,50,25,100,https://www.amazon.in/Brinton-AcMist-Moisturizing-Cream-Weight/dp/B07CG4KDGD,
50,100,50,50,25,https://www.amazon.in/Neutrogena-Hydro-Boost-Water-Blue/dp/B00BQFTQW6,
50,100,50,50,50,https://www.amazon.in/Derma-Co-Kojic-Pigmentation-Removal/dp/B08TQTZ3TC,
50,100,50,50,75,https://www.amazon.in/Minimalist-Niacinamide-Blemishes-Balancing-Clarifying/dp/B08F9MF314?th=1,
50,100,50,50,100,https://www.amazon.in/Dr-Sheths-Centella-Niacinamide-Serum/dp/B08W2D66Z5,
50,100,50,75,25,https://www.amazon.com/CeraVe-Treatment-Hyaluronic-Niacinamide-Sensitive/dp/B07YLJPMC3,
50,100,50,75,50,https://www.amazon.in/Roche-Posay-Corrective-Unclogging-Imperfections-Anti-Marks/dp/B00HVV2G5S,
50,100,50,75,75,https://www.amazon.in/ORDINARY-Niacinamide-10-Zinc-1/dp/B07D6BC4PZ,
50,100,50,75,100,https://www.amazon.in/Roche-Posay-Corrective-Unclogging-Imperfections-Anti-Marks/dp/B00HVV2G5S,
50,100,50,100,25,https://www.amazon.com/CeraVe-Treatment-Hyaluronic-Niacinamide-Sensitive/dp/B07YLJPMC3,
50,100,50,100,50,https://www.amazon.in/ORDINARY-Niacinamide-10-Zinc-1/dp/B07D6BC4PZ,
50,100,50,100,75,https://www.amazon.in/Azelaic-Licorice-Salicylic-Oil-Free-Brightening/dp/B00V4PNAI4,
50,100,50,100,100,https://www.amazon.in/Ordinary-Azelaic-Acid-Suspension-30ml/dp/B06WD5J8KY,
50,100,75,25,25,https://www.amazon.in/CeraVe-Hydrating-Cleanser-Normal-Skin/dp/B0D37HZG5C,
50,100,75,25,50,https://www.amazon.com/Glycolic-Vitamin-Discoloration-Corrector-Brighten/dp/B005IXGA6C,
50,100,75,25,75,https://www.amazon.in/Ordinary-Azelaic-Acid-Suspension-30ml/dp/B06WD5J8KY,
50,100,75,25,100,https://www.amazon.in/Azelaic-Licorice-Salicylic-Oil-Free-Brightening/dp/B00V4PNAI4,
50,100,75,50,25,https://www.amazon.in/Neutrogena-Hydro-Boost-Water-Blue/dp/B00BQFTQW6,
50,100,75,50,50,https://www.amazon.in/Derma-Co-Kojic-Pigmentation-Removal/dp/B08TQTZ3TC,
50,100,75,50,75,92436482573,
50,100,75,50,100,63203329055,
50,100,75,75,25,52178685763,
50,100,75,75,50,94752078528,
50,100,75,75,75,9839058455,
50,100,75,75,100,856406252,
50,100,75,100,25,15229524234,
50,100,75,100,50,44198273059,
50,100,75,100,75,93425064893,
50,100,75,100,100,71141767885,
50,100,100,25,25,59927067944,
50,100,100,25,50,53494917698,
50,100,100,25,75,25406593324,
50,100,100,25,100,1556679098,
50,100,100,50,25,22586082909,
50,100,100,50,50,79643479081,
50,100,100,50,75,67904714567,
50,100,100,50,100,31957606867,
50,100,100,75,25,53290139899,
50,100,100,75,50,57685188511,
50,100,100,75,75,38433186769,
50,100,100,75,100,22835877739,
50,100,100,100,25,24011969281,
50,100,100,100,50,67472106150,
50,100,100,100,75,56604439116,
50,100,100,100,100,34134493035,
75,25,25,25,25,1013453707,
75,25,25,25,50,9789938302,
75,25,25,25,75,83807758677,
75,25,25,25,100,83111132056,
75,25,25,50,25,58908618483,
75,25,25,50,50,15444575273,
75,25,25,50,75,56526867515,
75,25,25,50,100,33197135019,
75,25,25,75,25,9981921896,
75,25,25,75,50,37620915188,
75,25,25,75,75,87560654665,
75,25,25,75,100,10192190879,
75,25,25,100,25,61489437873,
75,25,25,100,50,89077740677,
75,25,25,100,75,45362116798,
75,25,25,100,100,93492481624,
75,25,50,25,25,19044359371,
75,25,50,25,50,8648719901,
75,25,50,25,75,86434952680,
75,25,50,25,100,96585766067,
75,25,50,50,25,11829609962,
75,25,50,50,50,93326523761,
75,25,50,50,75,89041868849,
75,25,50,50,100,261613418,
75,25,50,75,25,40044032997,
75,25,50,75,50,82598287169,
75,25,50,75,75,93133484789,
75,25,50,75,100,41676170515,
75,25,50,100,25,7695475754,
75,25,50,100,50,33315767375,
75,25,50,100,75,87522250843,
75,25,50,100,100,56813440665,
75,25,75,25,25,4031793622,
75,25,75,25,50,13184139966,
75,25,75,25,75,40191864257,
75,25,75,25,100,78955231077,
75,25,75,50,25,32308688958,
75,25,75,50,50,68107347594,
75,25,75,50,75,14090244976,
75,25,75,50,100,88131763721,
75,25,75,75,25,92854830891,
75,25,75,75,50,91174040621,
75,25,75,75,75,25710083452,
75,25,75,75,100,56483249426,
75,25,75,100,25,81967302403,
75,25,75,100,50,96931587881,
75,25,75,100,75,62937313535,
75,25,75,100,100,32792823029,
75,25,100,25,25,35289869503,
75,25,100,25,50,63938487493,
75,25,100,25,75,8345718616,
75,25,100,25,100,https://amzn.in/d/1fP5CA5,
75,25,100,50,25,83593234904,
75,25,100,50,50,18601697066,
75,25,100,50,75,23770484476,
75,25,100,50,100,44785407585,
75,25,100,75,25,77865253584,
75,25,100,75,50,87321583213,
75,25,100,75,75,55715318474,
75,25,100,75,100,25402455131,
75,25,100,100,25,11524915453,
75,25,100,100,50,25087969985,
75,25,100,100,75,71117492764,
75,25,100,100,100,67298145988,
75,50,25,25,25,42422977490,
75,50,25,25,50,13031065429,
75,50,25,25,75,73220738932,
75,50,25,25,100,38742447095,
75,50,25,50,25,9139995407,
75,50,25,50,50,35269987480,
75,50,25,50,75,26658311559,
75,50,25,50,100,20210426935,
75,50,25,75,25,9719583152,
75,50,25,75,50,35060458733,
75,50,25,75,75,83923338820,
75,50,25,75,100,15527364010,
75,50,25,100,25,6705327567,
75,50,25,100,50,69972395523,
75,50,25,100,75,75486467799,
75,50,25,100,100,74041096632,
75,50,50,25,25,43876696434,
75,50,50,25,50,37524954444,
75,50,50,25,75,24329563543,
75,50,50,25,100,69260832652,
75,50,50,50,25,42409364402,
75,50,50,50,50,72160236893,
75,50,50,50,75,94394195392,
75,50,50,50,100,36094694144,
75,50,50,75,25,29985094814,
75,50,50,75,50,29639940754,
75,50,50,75,75,11633645857,
75,50,50,75,100,19483442709,
75,50,50,100,25,79554011016,
75,50,50,100,50,7779152284,
75,50,50,100,75,34587319862,
75,50,50,100,100,68112141636,
75,50,75,25,25,28518427609,
75,50,75,25,50,76046567937,
75,50,75,25,75,7451528315,
75,50,75,25,100,78616080764,
75,50,75,50,25,21590011203,
75,50,75,50,50,57311235386,
75,50,75,50,75,14904316182,
75,50,75,50,100,6079729923,
75,50,75,75,25,36069003409,
75,50,75,75,50,28962221415,
75,50,75,75,75,54673625813,
75,50,75,75,100,31128566311,
75,50,75,100,25,79411018569,
75,50,75,100,50,63536118036,
75,50,75,100,75,53567028232,
75,50,75,100,100,35322764138,
75,50,100,25,25,20430373288,
75,50,100,25,50,40212895781,
75,50,100,25,75,92387360019,
75,50,100,25,100,85874877033,
75,50,100,50,25,84883309607,
75,50,100,50,50,27656429736,
75,50,100,50,75,82173591680,
75,50,100,50,100,87756217338,
75,50,100,75,25,91953598983,
75,50,100,75,50,32382856417,
75,50,100,75,75,422350666,
75,50,100,75,100,33444982205,
75,50,100,100,25,61929020552,
75,50,100,100,50,84164937617,
75,50,100,100,75,10049208730,
75,50,100,100,100,28573329096,
75,75,25,25,25,43242649244,
75,75,25,25,50,50171292987,
75,75,25,25,75,63937015155,
75,75,25,25,100,67066124871,
75,75,25,50,25,72475527454,
75,75,25,50,50,3925100311,
75,75,25,50,75,58082948681,
75,75,25,50,100,97143968304,
75,75,25,75,25,65557485434,
75,75,25,75,50,17587425466,
75,75,25,75,75,65475886516,
75,75,25,75,100,45961869161,
75,75,25,100,25,13131980398,
75,75,25,100,50,30598356185,
75,75,25,100,75,35674198069,
75,75,25,100,100,56718705564,
75,75,50,25,25,4226318755,
75,75,50,25,50,43303657088,
75,75,50,25,75,47451707047,
75,75,50,25,100,8169321994,
75,75,50,50,25,38184961961,
75,75,50,50,50,70851541025,
75,75,50,50,75,82549854974,
75,75,50,50,100,33846681547,
75,75,50,75,25,70616126455,
75,75,50,75,50,89751727459,
75,75,50,75,75,71854317890,
75,75,50,75,100,96046685022,
75,75,50,100,25,1944971377,
75,75,50,100,50,72785443267,
75,75,50,100,75,7376783294,
75,75,50,100,100,28941437756,
75,75,75,25,25,82933350103,
75,75,75,25,50,69359547922,
75,75,75,25,75,98014501664,
75,75,75,25,100,82949815866,
75,75,75,50,25,18833403437,
75,75,75,50,50,95855586719,
75,75,75,50,75,60915429203,
75,75,75,50,100,27536327254,
75,75,75,75,25,47201552169,
75,75,75,75,50,81365183480,
75,75,75,75,75,88718547852,
75,75,75,75,100,90474776768,
75,75,75,100,25,85089020159,
75,75,75,100,50,32448188194,
75,75,75,100,75,58112640495,
75,75,75,100,100,76170035656,
75,75,100,25,25,51896265331,
75,75,100,25,50,68681976907,
75,75,100,25,75,33735912457,
75,75,100,25,100,76017876559,
75,75,100,50,25,38725844853,
75,75,100,50,50,56495647923,
75,75,100,50,75,98984665696,
75,75,100,50,100,12671398348,
75,75,100,75,25,1750850358,
75,75,100,75,50,85983082310,
75,75,100,75,75,42987023654,
75,75,100,75,100,99940993863,
75,75,100,100,25,67589629198,
75,75,100,100,50,15472747270,
75,75,100,100,75,32402403445,
75,75,100,100,100,92504912274,
75,100,25,25,25,68706222275,
75,100,25,25,50,15731786126,
75,100,25,25,75,54615630580,
75,100,25,25,100,84136644203,
75,100,25,50,25,4651966430,
75,100,25,50,50,21818729052,
75,100,25,50,75,39493007761,
75,100,25,50,100,16556475337,
75,100,25,75,25,74441043929,
75,100,25,75,50,66382924794,
75,100,25,75,75,56068666629,
75,100,25,75,100,59378212648,
75,100,25,100,25,23812816782,
75,100,25,100,50,7702478532,
75,100,25,100,75,43333706538,
75,100,25,100,100,18553867215,
75,100,50,25,25,56166664249,
75,100,50,25,50,55479248988,
75,100,50,25,75,22014304081,
75,100,50,25,100,2591983555,
75,100,50,50,25,14996906671,
75,100,50,50,50,14864640201,
75,100,50,50,75,78638806372,
75,100,50,50,100,60892928323,
75,100,50,75,25,37903784875,
75,100,50,75,50,57249965378,
75,100,50,75,75,85949858329,
75,100,50,75,100,13975848954,
75,100,50,100,25,75155079795,
75,100,50,100,50,72880480069,
75,100,50,100,75,77087825051,
75,100,50,100,100,34973769654,
75,100,75,25,25,43240133819,
75,100,75,25,50,7455893387,
75,100,75,25,75,77604196089,
75,100,75,25,100,33395243833,
75,100,75,50,25,25709123712,
75,100,75,50,50,22172169797,
75,100,75,50,75,71305097442,
75,100,75,50,100,75145026665,
75,100,75,75,25,93480956786,
75,100,75,75,50,82152982095,
75,100,75,75,75,95707022654,
75,100,75,75,100,22065838024,
75,100,75,100,25,90562213815,
75,100,75,100,50,80332580548,
75,100,75,100,75,25268225908,
75,100,75,100,100,36306619126,
75,100,100,25,25,61665227380,
75,100,100,25,50,35526149781,
75,100,100,25,75,69745049651,
75,100,100,25,100,49327202954,
75,100,100,50,25,7390761243,
75,100,100,50,50,97586983439,
75,100,100,50,75,13368029698,
75,100,100,50,100,41615844202,
75,100,100,75,25,59880473603,
75,100,100,75,50,78925501815,
75,100,100,75,75,29113076295,
75,100,100,75,100,32656202381,
75,100,100,100,25,96785299890,
75,100,100,100,50,86204199232,
75,100,100,100,75,68163053918,
75,100,100,100,100,44112705004,
